Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
94	0	-3739.869	-3724.981	-14.88839	0.3204193	0.2250608	0.2281829	0.09482991	0.0162294	0.421971	0.00901736	0.00289691	0.545796	0.00409019	0.02250395	0.00114566	0.049368	0.445864	3.50362	0.312234	0.299205	0.13933	0.249231	0.1173339	0.1917942
95	1	-3744.001	-3726.318	-17.68333	0.2321715	0.1803128	0.288375	0.09587072	0.011298	0.490727	0.00537227	0.00312165	0.465489	0.0239918	0.1547011	0.000249896	0.0232455	0.330365	3.64614	0.292396	0.309069	0.134072	0.264463	0.2505719	0.6173923
96	0	-3737.504	-3722.855	-14.6496	0.3330913	0.2265637	0.2492456	0.0716192	0.0132937	0.512659	0.00999878	0.00229733	0.456733	0.00501828	0.00742391	0.00119322	0.0503675	0.449391	3.49905	0.308736	0.29546	0.130882	0.264922	0.07904311	0.09392229
97	1	-3738.734	-3723.01	-15.72334	0.2633889	0.2077875	0.3225146	-0.01122221	0.0100903	0.547336	0.00479799	0.00252384	0.41573	0.0195224	0.07312117	0.000688065	0.0383854	0.403675	3.55725	0.290157	0.306554	0.120956	0.282333	0.06189896	1.181299
98	0	-3737.41	-3723.687	-13.72265	0.344073	0.2140284	0.1975296	0.001895258	0.0157314	0.475971	0.0101626	0.0033066	0.485839	0.00899025	0.01891514	0.000835153	0.0422401	0.41927	3.53765	0.303804	0.286992	0.132015	0.27719	0.02081039	0.9089273
99	1	-3736.311	-3719.397	-16.91356	0.2658953	0.2054224	0.2867768	-0.1235318	0.0123414	0.474423	0.00668865	0.00395429	0.493681	0.00891167	0.2180046	0.000637389	0.0369611	0.397661	3.56474	0.304789	0.316189	0.127884	0.251138	0.0944728	2.307591
100	0	-3737.306	-3723.37	-13.93523	0.3236607	0.1941724	0.2450138	0.007226247	0.0127592	0.480887	0.00935486	0.00817199	0.476088	0.0127392	0.001797683	0.000431769	0.0304826	0.368278	3.60081	0.307986	0.308597	0.127104	0.256314	0.00902393	0.1992128
101	1	-3742.196	-3724.672	-17.52422	0.2529504	0.2297918	0.2928749	-0.3474181	0.0153276	0.462302	0.00819844	0.00501321	0.50013	0.0090281	0.3647589	0.00129981	0.0525355	0.45689	3.48928	0.297784	0.307332	0.147728	0.247156	0.01734075	21.03478
102	0	-3739.823	-3724.414	-15.40947	0.3179498	0.2012832	0.2251556	0.2002786	0.00992847	0.47875	0.00749634	0.0118609	0.473973	0.0179918	0.001333495	0.000555103	0.034519	0.386999	3.57793	0.28502	0.308096	0.127579	0.279305	0.2016121	0.006614162
103	1	-3744.144	-3726.077	-18.0672	0.214684	0.2031048	0.3122606	-0.2470859	0.0167037	0.438737	0.0120656	0.00925624	0.516522	0.00671561	0.3400384	0.00059033	0.0355857	0.391713	3.57211	0.298743	0.291859	0.146699	0.2627	0.09295249	3.658195
104	0	-3737.18	-3722.034	-15.14552	0.2866009	0.1980254	0.2724863	0.1183187	0.0114074	0.542042	0.00574457	0.0113615	0.420834	0.00861064	0.001648255	0.000495856	0.0326441	0.378485	3.58838	0.320308	0.275436	0.127864	0.276391	0.1199669	0.01373925
105	1	-3737.743	-3721.875	-15.86769	0.2469965	0.2078624	0.2934059	0.1823666	0.00975011	0.506902	0.00866796	0.0052673	0.465765	0.00364769	0.001484972	0.000689714	0.0384309	0.403865	3.55701	0.278716	0.296546	0.153316	0.271422	0.1838515	0.008077016
106	0	-3741.727	-3726.571	-15.15553	0.2799776	0.2182627	0.2383665	0.1644233	0.0136085	0.487509	0.00908437	0.0122458	0.471489	0.00606348	0.0003602973	0.000946466	0.0449307	0.429624	3.5245	0.285354	0.329852	0.138564	0.246229	0.1647836	0.002186488
107	1	-3738.691	-3720.767	-17.92412	0.2490337	0.214992	0.2869215	0.06474762	0.00975328	0.49345	0.0117528	0.00557866	0.477594	0.0018713	0.1849598	0.000859648	0.0428472	0.421642	3.53465	0.294276	0.293676	0.124354	0.287694	0.2497074	0.7407061
108	0	-3740.612	-3726.129	-14.48356	0.2964823	0.2274545	0.2205893	0.1017229	0.0216952	0.499004	0.013338	0.0128878	0.446075	0.00699992	0.001465157	0.00122203	0.0509628	0.451471	3.49634	0.300879	0.284325	0.145583	0.269213	0.1031881	0.0141989
109	1	-3737.46	-3722.348	-15.11209	0.2538744	0.2051047	0.2851343	0.05080031	0.0101867	0.455466	0.0102752	0.00624098	0.516396	0.00143484	0.0278839	0.000630788	0.0367713	0.396849	3.56575	0.302406	0.302965	0.14587	0.248758	0.07868421	0.3543773
110	0	-3737.917	-3723.48	-14.43715	0.3246627	0.2010427	0.2379666	0.03506493	0.0209772	0.494318	0.00811291	0.0100948	0.457389	0.00910824	0.0211884	0.000550566	0.0343792	0.386374	3.5787	0.28393	0.306668	0.131701	0.277702	0.05625333	0.3766603
111	1	-3737.02	-3719.634	-17.38588	0.2388824	0.2154006	0.2694667	0.1230979	0.00909965	0.568403	0.012509	0.00803054	0.399839	0.00211799	0.1372622	0.000870182	0.0431056	0.422645	3.53338	0.289241	0.304281	0.14071	0.265768	0.2603602	0.5272014
112	0	-3746.811	-3732.074	-14.7371	0.3054039	0.2235035	0.2398491	0.043737	0.024667	0.460903	0.00388747	0.0100431	0.492909	0.00759064	0.03378073	0.00109774	0.0483392	0.442185	3.50838	0.298203	0.317541	0.138045	0.246211	0.07751773	0.4357807
113	1	-3743.589	-3726.093	-17.49564	0.237795	0.2122262	0.2694589	-0.2885958	0.0105821	0.468151	0.0177429	0.00585567	0.495206	0.00246305	0.3513381	0.000790642	0.0411131	0.414808	3.54329	0.30816	0.295354	0.125962	0.270525	0.06274237	5.599695
114	0	-3745.039	-3730.128	-14.91136	0.3619458	0.2443348	0.2027091	0.09303277	0.0181466	0.522868	0.00202056	0.0111945	0.428982	0.0167884	0.03798947	0.00185816	0.0626302	0.489385	3.44613	0.276875	0.288958	0.145026	0.289141	0.1310222	0.2899467
115	1	-3734.394	-3719.555	-14.83934	0.2426013	0.1885976	0.322456	0.009184468	0.00857728	0.554308	0.0123626	0.00295818	0.41973	0.00206438	0.009224248	0.00034989	0.0274672	0.35325	3.61893	0.293903	0.31089	0.128751	0.266456	0.01840872	0.5010805
116	0	-3740.693	-3725.86	-14.83292	0.3461179	0.2186561	0.2331043	0.02461225	0.0144655	0.516116	0.00199447	0.0110499	0.446926	0.00944819	0.05064721	0.000957295	0.0451836	0.430576	3.52328	0.280426	0.324341	0.132287	0.262946	0.07525946	0.672968
117	1	-3733.059	-3718.862	-14.19641	0.2483268	0.180584	0.2492244	-0.01515808	0.0153683	0.530247	0.0159169	0.00410513	0.431922	0.00244089	0.02661654	0.000252788	0.0233785	0.331124	3.64524	0.291595	0.311719	0.131391	0.265294	0.01145846	2.322873
118	0	-3750.495	-3733.004	-17.49049	0.2953291	0.2333013	0.2722736	-0.2401856	0.0114643	0.544015	0.00136965	0.00599853	0.432925	0.00422779	0.3149614	0.00142268	0.0549243	0.464923	3.47873	0.270667	0.333454	0.123596	0.272284	0.07477575	4.212079
119	1	-3735.65	-3721.247	-14.40394	0.2725033	0.182741	0.2620348	0.003893298	0.0120676	0.535379	0.0123035	0.0160258	0.423528	0.000695955	0.02138279	0.00027668	0.0244496	0.337139	3.63814	0.280501	0.296067	0.139879	0.283553	0.02527609	0.8459691
120	0	-3737.336	-3722.569	-14.76767	0.2824056	0.2006377	0.2549404	0.04108012	0.0190716	0.51563	0.00212116	0.00347331	0.45452	0.00518374	0.0278582	0.000542985	0.0341442	0.38532	3.57999	0.320645	0.290845	0.126954	0.261557	0.06893831	0.4041032
121	1	-3738.664	-3723.151	-15.51274	0.2694572	0.2023114	0.2743155	-0.1217343	0.0108856	0.558666	0.0129122	0.0151901	0.401443	0.000903797	0.1431784	0.000574798	0.0351195	0.389663	3.57464	0.265756	0.310676	0.130862	0.292707	0.02144407	6.676829
122	0	-3742.139	-3726.506	-15.63234	0.2844377	0.211517	0.3006955	0.08258872	0.0144661	0.438215	0.00721828	0.00425338	0.517075	0.0187718	0.03126909	0.000773584	0.0406726	0.413042	3.54551	0.282016	0.309437	0.13297	0.275577	0.1138578	0.2746328
123	1	-3738.694	-3722.492	-16.2016	0.2689979	0.1920794	0.275794	-0.1756958	0.00472473	0.52963	0.010999	0.0139088	0.43993	0.000806509	0.2093483	0.000399567	0.0293347	0.362671	3.60759	0.2834	0.321345	0.127948	0.267307	0.03365254	6.220877
124	0	-3739.533	-3724.515	-15.01742	0.2680903	0.1928218	0.2932434	0.03292241	0.0158824	0.508205	0.00521652	0.00320052	0.448232	0.0192636	0.02514443	0.000410786	0.0297397	0.364665	3.60518	0.284562	0.304441	0.14616	0.264837	0.05806684	0.4330256
125	1	-3737.36	-3722.132	-15.22717	0.2771957	0.200344	0.2823085	0.0561394	0.0124481	0.537262	0.00874889	0.0125112	0.428426	0.000603209	0.03150108	0.000537534	0.0339742	0.384555	3.58093	0.292001	0.31554	0.1298	0.262659	0.08764048	0.3594353
126	0	-3736.439	-3721.06	-15.3795	0.2904803	0.2055069	0.2534554	-0.01406193	0.0112697	0.524119	0.00819109	0.00239687	0.434156	0.0198668	0.09275229	0.000639154	0.0370116	0.397877	3.56447	0.302024	0.288643	0.13037	0.278963	0.07869036	1.1787
127	1	-3739.815	-3723.449	-16.36591	0.2785645	0.2168004	0.2451358	-0.009924476	0.011656	0.556597	0.00920314	0.011976	0.409897	0.000670293	0.1504839	0.000906942	0.0439949	0.426069	3.52903	0.288576	0.322122	0.140665	0.248637	0.1405595	1.070607
128	0	-3741.702	-3727.277	-14.42488	0.2731156	0.2104087	0.2704054	-0.01908345	0.0159661	0.542862	0.0112152	0.00874379	0.411417	0.00979654	0.029069	0.000747441	0.0399878	0.410273	3.54899	0.295309	0.320846	0.110493	0.273352	0.009985551	2.911106
129	1	-3738.077	-3722.289	-15.78815	0.2925053	0.1869051	0.2545243	0.1715717	0.0117331	0.588709	0.00643611	0.0126669	0.380174	0.000280448	0.02375609	0.000327437	0.026579	0.348627	3.62447	0.283448	0.322419	0.120067	0.274066	0.1953278	0.1216216
130	0	-3741.727	-3725.314	-16.41264	0.3043038	0.1797512	0.2330961	0.03003168	0.010376	0.57846	0.010805	0.0134074	0.381967	0.00498539	0.1379877	0.000243984	0.022971	0.32879	3.64799	0.292333	0.320424	0.129403	0.25784	0.1680194	0.8212607
131	1	-3737.989	-3724	-13.98879	0.3038143	0.2176609	0.214104	0.03089058	0.0177149	0.581407	0.00828568	0.0168569	0.375459	0.000276969	0.01149145	0.000930059	0.0445447	0.428163	3.52636	0.29761	0.296772	0.132982	0.272636	0.04238203	0.2711397
132	0	-3736.049	-3720.569	-15.48005	0.2731041	0.2001	0.2330568	-0.1033154	0.013429	0.512552	0.0101347	0.0155399	0.44084	0.00750403	0.1553425	0.000533035	0.0338332	0.383919	3.58171	0.298653	0.311138	0.134884	0.255326	0.05202717	2.985796
133	1	-3739.303	-3723	-16.30306	0.2668243	0.2275697	0.2714898	0.05411631	0.0178568	0.558931	0.0125222	0.00933481	0.401115	0.000239766	0.1013569	0.00122579	0.05104	0.451739	3.49599	0.29206	0.299117	0.134033	0.27479	0.1554732	0.6519251
134	0	-3735.544	-3720.65	-14.89459	0.2469405	0.182878	0.2575853	0.102254	0.00712104	0.521062	0.01302	0.00485494	0.44816	0.00578284	0.004973747	0.000278252	0.0245184	0.337519	3.63768	0.315359	0.293921	0.128419	0.262301	0.1072278	0.04638488
135	1	-3732.13	-3717.142	-14.9881	0.2330063	0.2020288	0.3066835	0.0587597	0.0157748	0.57105	0.0086196	0.00866007	0.395571	0.00032509	0.003706132	0.000569336	0.034954	0.388932	3.57554	0.298003	0.302043	0.130034	0.26992	0.06246583	0.05933054
136	0	-3739.715	-3723.464	-16.25102	0.2646385	0.166515	0.3081331	-0.03225922	0.00645432	0.569967	0.0118383	0.00197132	0.40038	0.0093888	0.1220893	0.000132417	0.0169586	0.290895	3.69201	0.309578	0.296327	0.132211	0.261884	0.08983009	1.359114
137	1	-3736.705	-3721.074	-15.63127	0.2319141	0.1600364	0.2940979	-0.06036849	0.0137414	0.574028	0.00943625	0.0035379	0.397634	0.00162292	0.1097013	9.46209e-05	0.0143494	0.271848	3.71371	0.280469	0.332113	0.123456	0.263962	0.04933281	2.223699
138	0	-3736.882	-3721.974	-14.90839	0.2990748	0.1929215	0.2788835	-0.05197621	0.0146056	0.542208	0.00577469	0.00148217	0.42971	0.00621955	0.06864966	0.000412308	0.0297943	0.364932	3.60486	0.302465	0.309217	0.128789	0.259528	0.01667345	4.117303
139	1	-3740.494	-3722.104	-18.39034	0.2695166	0.1931378	0.2875961	0.3910784	0.00953884	0.468751	0.0104241	0.0103379	0.496977	0.0039717	0.0522392	0.000415628	0.0299128	0.365512	3.60416	0.319284	0.298536	0.129411	0.252768	0.4433176	0.117837
140	0	-3735.03	-3721.076	-13.95408	0.265821	0.2091972	0.2423548	-0.01579636	0.0160808	0.546948	0.00926591	0.00174028	0.41571	0.0102543	0.01622795	0.000719572	0.0392441	0.407232	3.5528	0.283922	0.313904	0.130229	0.271944	0.0004315923	37.60018
141	1	-3740.909	-3725.684	-15.22474	0.2717399	0.2295487	0.303319	0.02395286	0.00987262	0.61395	0.00783405	0.0149787	0.350223	0.00314166	0.03534815	0.00129157	0.0523713	0.456329	3.49001	0.304354	0.307371	0.119653	0.268622	0.05930102	0.59608
142	0	-3737.632	-3722.254	-15.37791	0.2376127	0.1765368	0.2867492	-0.130959	0.0166513	0.508706	0.00858188	0.00128102	0.456772	0.0080078	0.1347723	0.000212116	0.0214296	0.319725	3.65863	0.303416	0.291698	0.127641	0.277245	0.00381329	35.34278
143	1	-3741.594	-3725.108	-16.48579	0.2165249	0.1898748	0.3131207	-0.2223195	0.0143346	0.562659	0.00736679	0.0135678	0.398299	0.00377304	0.2362081	0.000367561	0.0281461	0.35672	3.61477	0.266256	0.323847	0.121041	0.288856	0.01388856	17.00739
144	0	-3736.491	-3720.334	-16.15761	0.2563448	0.1937526	0.262545	0.2234788	0.0192874	0.509597	0.00875165	0.000435192	0.457572	0.00435703	0.01632157	0.000425166	0.0302509	0.367157	3.60217	0.319427	0.287723	0.136553	0.256297	0.2398004	0.06806313
145	1	-3739.475	-3722.501	-16.97325	0.2420147	0.1985397	0.2740152	0.2764623	0.0160168	0.543188	0.00559722	0.0113282	0.417522	0.00634758	0.03496163	0.000504896	0.0329373	0.379836	3.58672	0.28237	0.302891	0.128651	0.286088	0.311424	0.1122638
146	0	-3738.362	-3722.303	-16.05831	0.2797608	0.2281849	0.2588075	0.1659938	0.0181495	0.566191	0.00403309	0.000240412	0.404448	0.0069377	0.04011955	0.00124599	0.0514527	0.45317	3.49413	0.304964	0.309336	0.120089	0.265611	0.2061133	0.194648
147	1	-3734.639	-3719.988	-14.65077	0.258101	0.216195	0.2569351	-0.05967713	0.0104075	0.559048	0.00751257	0.00662776	0.409871	0.00653293	0.07131819	0.000890916	0.0436095	0.424591	3.53091	0.30533	0.315973	0.125179	0.253517	0.01164106	6.126437
148	0	-3740.972	-3726.865	-14.10736	0.3307322	0.1883925	0.2134972	-0.06358428	0.0223665	0.548992	0.00460256	0.00011628	0.411391	0.012532	0.06512081	0.000347111	0.0273589	0.352691	3.6196	0.285182	0.32064	0.132729	0.26145	0.001536535	42.3816
149	1	-3739.588	-3719.937	-19.6515	0.2579837	0.2498074	0.2879533	0.5232021	0.0149538	0.557362	0.00913831	0.00660777	0.408635	0.00330335	0.05766867	0.00210279	0.0665509	0.501079	3.43027	0.285187	0.313083	0.127119	0.274611	0.5808708	0.09927969
150	0	-3746.52	-3731.508	-15.01136	0.2969546	0.2223736	0.2651956	0.05607775	0.0189131	0.617682	0.00323317	0.000413547	0.352787	0.00697065	0.02784871	0.00106383	0.0475973	0.439501	3.51184	0.299969	0.283251	0.111845	0.304935	0.08392646	0.3318227
151	1	-3738.989	-3723.625	-15.36426	0.3009602	0.2055975	0.24256	0.1308967	0.0137647	0.513043	0.00746633	0.0179825	0.446586	0.00115776	0.02568664	0.000641049	0.0370658	0.398108	3.56418	0.285416	0.295717	0.129536	0.289331	0.1565833	0.1640446
152	0	-3745.673	-3726.95	-18.72253	0.3040124	0.2136494	0.2373933	-0.3488412	0.0141738	0.593364	0.00285949	0.000816359	0.382178	0.00660825	0.4559118	0.000825653	0.0420022	0.418334	3.53884	0.301446	0.303302	0.113493	0.281759	0.1070705	4.258051
153	1	-3739.329	-3723.689	-15.6394	0.30266	0.212615	0.2392912	0.176392	0.0172318	0.511846	0.00777845	0.0168398	0.445544	0.000760445	0.01802777	0.000800103	0.0413553	0.415773	3.54207	0.286936	0.302932	0.142718	0.267414	0.1944197	0.09272604
154	0	-3741.512	-3726.038	-15.47362	0.3238113	0.2102298	0.234732	0.0537008	0.0201866	0.522856	0.00329639	0.00260249	0.444262	0.00679648	0.07277082	0.00074328	0.0398777	0.409825	3.54955	0.293343	0.289776	0.148185	0.268696	0.1264716	0.5753925
155	1	-3737.613	-3722.675	-14.93792	0.2644648	0.2155746	0.2479012	0.07259966	0.0172162	0.531155	0.00408463	0.0083827	0.438653	0.000508473	0.02781728	0.000874695	0.0432158	0.423072	3.53284	0.308089	0.293575	0.124916	0.27342	0.1004169	0.2770178
156	0	-3747.256	-3729.948	-17.30792	0.3166258	0.2082863	0.2360533	-0.2553564	0.0197809	0.510892	0.0150247	0.00593408	0.435332	0.0130364	0.329754	0.000699101	0.0386885	0.404936	3.55568	0.293244	0.306497	0.133986	0.266272	0.0743976	4.432321
157	1	-3739.256	-3722.166	-17.09035	0.2588729	0.1920955	0.2654481	0.1501855	0.0168774	0.520704	0.00565138	0.0101301	0.445223	0.00141392	0.1091096	0.000399809	0.0293434	0.362715	3.60754	0.306401	0.292136	0.139326	0.262136	0.2592952	0.4207932
158	0	-3741.57	-3723.003	-18.56782	0.3108718	0.2043081	0.252098	0.5222383	0.0146274	0.456817	0.00833042	0.00594248	0.506279	0.00800385	0.008203746	0.000614447	0.0362972	0.394808	3.56828	0.298073	0.305522	0.130979	0.265425	0.530442	0.01546587
159	1	-3740.01	-3724.216	-15.79321	0.2218786	0.1970573	0.2953243	0.1026291	0.0190877	0.522118	0.00405156	0.00944183	0.443725	0.00157566	0.0366937	0.000479154	0.0320953	0.375934	3.59149	0.288341	0.322939	0.136127	0.252592	0.1393228	0.2633719
160	0	-3738.474	-3723.418	-15.05631	0.3012257	0.237394	0.2622574	0.08835696	0.0128165	0.488459	0.0087184	0.00482259	0.480947	0.00423636	0.01681495	0.00157539	0.0577494	0.474137	3.46654	0.305794	0.281964	0.137425	0.274817	0.1051719	0.1598806
161	1	-3739.371	-3721.576	-17.79416	0.2422983	0.2232996	0.3048009	0.3572149	0.0172113	0.59316	0.0055265	0.00454847	0.378274	0.00128021	0.02622324	0.00109157	0.0482051	0.441702	3.509	0.293171	0.285671	0.150124	0.271033	0.3834381	0.06838976
162	0	-3737.467	-3723.147	-14.32066	0.303635	0.1673875	0.2338172	0.04696642	0.0100419	0.58714	0.0133443	0.00769063	0.376826	0.00495649	0.01159574	0.000138272	0.0173271	0.293437	3.6891	0.299725	0.299653	0.126536	0.274086	0.05856216	0.1980073
163	1	-3737.443	-3720.626	-16.81657	0.196486	0.16839	0.3503333	-0.1324378	0.0137708	0.474588	0.00442176	0.00363924	0.502883	0.000697489	0.1859411	0.00014524	0.0177556	0.296351	3.68575	0.28709	0.314936	0.137982	0.259992	0.05350336	3.475317
164	0	-3745.967	-3726.987	-18.97967	0.2921537	0.2395398	0.2303822	-0.2651797	0.0153453	0.551748	0.0140318	0.0149953	0.39624	0.00763901	0.4381462	0.00165958	0.0592468	0.478901	3.46019	0.286447	0.302779	0.117499	0.293275	0.1729665	2.533128
165	1	-3740.295	-3724.141	-16.15421	0.2607954	0.1766509	0.3062824	0.1015839	0.0129946	0.434726	0.00531504	0.00301819	0.532274	0.0116717	0.05045458	0.000213191	0.0214835	0.320048	3.65826	0.308139	0.31825	0.119797	0.253814	0.1520385	0.3318541
166	0	-3750.076	-3734.194	-15.88191	0.294746	0.2418616	0.2302552	0.2034543	0.0225012	0.572854	0.0148847	0.0106642	0.371986	0.00710989	0.02898242	0.00175392	0.0608788	0.484006	3.45336	0.292718	0.295201	0.14112	0.270961	0.2324368	0.1246895
167	1	-3741.583	-3722.747	-18.8364	0.2523384	0.2063743	0.2922254	0.08179766	0.0110585	0.455525	0.00716751	0.00492164	0.51345	0.00787768	0.2258158	0.000657459	0.0375319	0.400088	3.56172	0.309291	0.289395	0.14347	0.257844	0.3076135	0.7340895
168	0	-3747.105	-3729.352	-17.75239	0.301257	0.2339695	0.2163218	-0.2094185	0.020149	0.48785	0.00671476	0.00655224	0.466782	0.0119517	0.3409725	0.00144692	0.0553827	0.466439	3.47673	0.274759	0.302702	0.15311	0.269429	0.131554	2.591883
169	1	-3738.8	-3723.535	-15.26501	0.2390957	0.2056607	0.3360362	-0.009045606	0.00836071	0.521762	0.00832502	0.00305307	0.451012	0.00748698	0.03590493	0.000642373	0.0371037	0.39827	3.56398	0.302476	0.30224	0.139449	0.255834	0.02685932	1.336777
170	0	-3746.503	-3728.198	-18.30556	0.3054269	0.2065046	0.2172744	-0.02600233	0.0122962	0.492256	0.00717292	0.00622884	0.470997	0.0110495	0.2775416	0.000660241	0.0376103	0.40042	3.56131	0.275685	0.298446	0.144161	0.281708	0.2515392	1.103373
171	1	-3739.379	-3723.261	-16.1185	0.249157	0.1766601	0.3110832	0.1623201	0.0113447	0.565164	0.0117044	0.00275733	0.407324	0.00170576	0.01776701	0.000213278	0.0214878	0.320074	3.65823	0.285758	0.331812	0.123397	0.259033	0.1800872	0.09865785
172	0	-3740.455	-3722.921	-17.53387	0.3046543	0.2200426	0.2396229	-0.04814531	0.0108734	0.568545	0.0054464	0.00708491	0.404192	0.00385812	0.2391351	0.000996138	0.0460788	0.433921	3.519	0.307061	0.311863	0.120906	0.26017	0.1909898	1.252083
173	1	-3734.38	-3719.594	-14.78632	0.2477629	0.2000499	0.2627534	0.03095776	0.0128332	0.506131	0.01324	0.00440021	0.460765	0.00263082	0.0308926	0.000532114	0.0338043	0.383788	3.58188	0.285334	0.308592	0.142993	0.263081	0.06185037	0.4994732
174	0	-3745.172	-3727.489	-17.68311	0.2849845	0.2424717	0.2468561	0.2539231	0.0138091	0.580595	0.0176306	0.00252146	0.378591	0.00685233	0.0982082	0.00177927	0.0613096	0.485338	3.45157	0.292196	0.312069	0.120653	0.275081	0.3521313	0.2788965
175	1	-3734.789	-3719.271	-15.51816	0.2476972	0.2001932	0.2768588	-0.05522376	0.0103859	0.508107	0.012728	0.00286907	0.460629	0.00528143	0.1086062	0.00053475	0.033887	0.384162	3.58142	0.292017	0.29847	0.138775	0.270738	0.05338241	2.034494
176	0	-3742.753	-3728.404	-14.34888	0.2641604	0.2008172	0.2145792	0.06844834	0.0142983	0.571528	0.00716384	0.00774965	0.392836	0.00642449	0.01336592	0.000546336	0.0342483	0.385787	3.57942	0.274464	0.295638	0.149107	0.280792	0.08181426	0.163369
177	1	-3735.212	-3719.217	-15.99474	0.2606834	0.195168	0.3167775	-0.09192561	0.0129796	0.521349	0.0122406	0.00395651	0.442993	0.00648148	0.1336102	0.000447725	0.0310352	0.37093	3.59759	0.280556	0.309363	0.138967	0.271114	0.04168461	3.205265
178	0	-3740.632	-3723.599	-17.03352	0.2571094	0.2177228	0.3089402	0.06157019	0.0142186	0.438892	0.00511605	0.00770648	0.524014	0.0100527	0.1206928	0.000931737	0.0445843	0.428314	3.52617	0.284622	0.329834	0.135474	0.25007	0.182263	0.6621904
179	1	-3734.756	-3719.164	-15.59166	0.2512925	0.1990829	0.2625859	0.1414192	0.00970199	0.540842	0.00903665	0.00454626	0.432188	0.00368434	0.02411268	0.000514568	0.0332481	0.38126	3.58498	0.303314	0.301157	0.135042	0.260487	0.1655319	0.1456679
180	0	-3745.884	-3729.506	-16.37757	0.2472919	0.1720968	0.3051252	0.1960843	0.0153642	0.49211	0.00562918	0.00754858	0.461474	0.0178738	0.01846882	0.000173326	0.0193852	0.307054	3.67339	0.27382	0.296865	0.148794	0.28052	0.2145531	0.0860804
181	1	-3739.522	-3723.18	-16.3426	0.2601848	0.1990422	0.3141995	-0.1076754	0.00808578	0.450746	0.0106131	0.00832913	0.515194	0.00703148	0.165027	0.000513839	0.0332247	0.381154	3.58511	0.322832	0.286311	0.134982	0.255874	0.0573516	2.877461
182	0	-3738.895	-3721.609	-17.2867	0.2688484	0.2105505	0.2363101	0.0750806	0.0137356	0.493853	0.00496705	0.00627735	0.463108	0.0180586	0.1659637	0.000750751	0.0400752	0.410628	3.54855	0.300323	0.298752	0.122149	0.278777	0.2410443	0.6885195
183	1	-3740.635	-3725.686	-14.94866	0.2527643	0.1847947	0.3268163	0.0262768	0.00662354	0.567868	0.0123583	0.00392749	0.397349	0.0118733	0.004828241	0.000300932	0.0254898	0.342825	3.63138	0.297773	0.306255	0.141612	0.254361	0.03110504	0.1552237
184	0	-3738.435	-3722.403	-16.03169	0.2575491	0.205655	0.2761007	0.2197279	0.0121582	0.495534	0.00330771	0.00681453	0.467655	0.0145308	0.00446631	0.000642253	0.0371002	0.398255	3.564	0.301071	0.288499	0.13116	0.279269	0.2241942	0.01992161
185	1	-3737.13	-3720.585	-16.54463	0.2466704	0.2072816	0.2866858	0.2235812	0.0160825	0.516255	0.00854018	0.00622143	0.443553	0.00934748	0.0272314	0.000676998	0.0380791	0.402393	3.55885	0.311672	0.288593	0.142257	0.257478	0.2508126	0.1085727
186	0	-3736.824	-3720.465	-16.35841	0.2328899	0.2179427	0.2831632	0.2215318	0.0168985	0.495201	0.00485448	0.00723205	0.46734	0.00847485	0.02196988	0.000937717	0.0447253	0.428848	3.52549	0.294818	0.291243	0.131007	0.282932	0.2435017	0.09022477
