Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1991	1	-3739.686	-3724.725	-14.96069	0.259261	0.1986789	0.2656639	-0.05141756	0.0164107	0.511235	0.00382904	0.0115386	0.456724	0.00026241	0.07974527	0.000507362	0.0330168	0.380201	3.58627	0.296497	0.32002	0.125556	0.257926	0.02832771	2.815098
1992	0	-3735.718	-3719.804	-15.91366	0.2149349	0.1703638	0.299402	-0.1831144	0.00721062	0.499165	0.0127434	0.00541778	0.473189	0.00227429	0.1875649	0.000159729	0.0186144	0.302064	3.67916	0.311487	0.297434	0.142976	0.248103	0.004450504	42.14465
1993	1	-3740.806	-3723.941	-16.86505	0.2447572	0.1885767	0.2819048	0.2266225	0.0145449	0.530494	0.007184	0.0122062	0.434997	0.000573469	0.04559571	0.000349606	0.0274562	0.353193	3.619	0.307337	0.286639	0.124692	0.281331	0.2722182	0.1674969
1994	0	-3735.898	-3720.117	-15.78151	0.2271479	0.2126472	0.3233587	-0.1105208	0.0108515	0.423294	0.012443	0.00385843	0.546346	0.00320718	0.1265695	0.00080089	0.0413754	0.415853	3.54197	0.297956	0.294796	0.150023	0.257224	0.01604868	7.886597
1995	1	-3739.61	-3723.822	-15.7879	0.2549977	0.2105006	0.2622875	0.1833197	0.0135142	0.499451	0.0043887	0.0166898	0.462403	0.00355298	0.01561668	0.000749585	0.0400444	0.410504	3.5487	0.29975	0.289707	0.133939	0.276604	0.1989364	0.07850087
1996	0	-3743.773	-3725.727	-18.04614	0.2301886	0.19177	0.34412	0.3592174	0.0113126	0.511525	0.00605193	0.0115302	0.454917	0.0046632	0.02026111	0.000394959	0.0291666	0.361839	3.6086	0.316983	0.296414	0.112901	0.273703	0.3794785	0.05339198
1997	1	-3744.166	-3726.729	-17.43639	0.2554881	0.1463772	0.294587	-0.2700592	0.0175067	0.485108	0.00478456	0.0051307	0.474009	0.0134616	0.3186097	4.22491e-05	0.00960698	0.230873	3.75948	0.28961	0.3034	0.138518	0.268472	0.04855051	6.562438
1998	0	-3740.559	-3723.159	-17.39966	0.2290428	0.1668313	0.2929109	-0.3127453	0.0191388	0.551901	0.00526453	0.0103761	0.40781	0.00550954	0.343439	0.000134517	0.0170917	0.291817	3.69096	0.275776	0.32202	0.119015	0.283188	0.03069368	11.18924
1999	1	-3742.332	-3725.401	-16.93149	0.2450931	0.2026576	0.2823901	0.2823927	0.0184297	0.4685	0.00503683	0.00610091	0.499001	0.00293103	0.02322047	0.000581541	0.0353226	0.390559	3.57354	0.286922	0.320072	0.126239	0.266767	0.3056132	0.07597994
2000	0	-3733.515	-3717.762	-15.75206	0.2388156	0.1908484	0.3027258	-0.1378928	0.0166486	0.466531	0.00773239	0.00891492	0.495439	0.00473366	0.151449	0.000381458	0.0286684	0.359354	3.6116	0.302809	0.304305	0.13675	0.256136	0.01355613	11.17199
2001	1	-3736.178	-3720.44	-15.73765	0.2541885	0.1911842	0.2801336	-0.1195426	0.0148633	0.479176	0.0063834	0.0028752	0.494622	0.00208002	0.1532151	0.000386338	0.0288495	0.36026	3.6105	0.286546	0.304246	0.142884	0.266324	0.03367253	4.550152
2002	0	-3739.586	-3723.705	-15.88095	0.2406523	0.1968637	0.2952994	0.0621214	0.0180933	0.46079	0.0140407	0.0121062	0.493467	0.00150235	0.06218271	0.000475863	0.0319859	0.375423	3.59212	0.275595	0.299529	0.145906	0.27897	0.1243041	0.5002466
2003	1	-3740.817	-3723.651	-17.16539	0.2538876	0.174541	0.2977852	-0.1099837	0.0144025	0.473475	0.0147421	0.00580595	0.488738	0.00283689	0.2217224	0.000193955	0.0204983	0.31405	3.66526	0.295719	0.299858	0.128406	0.276017	0.1117387	1.984294
2004	0	-3743.962	-3728.611	-15.35048	0.2989493	0.2291899	0.2442121	0.01642172	0.00709578	0.520475	0.015515	0.0109016	0.444364	0.00164887	0.07905291	0.00127947	0.0521291	0.455499	3.49109	0.297226	0.309271	0.120249	0.273255	0.09547463	0.8279991
2005	1	-3735.985	-3720.065	-15.91983	0.267788	0.1874875	0.2767358	0.04571969	0.0164091	0.500715	0.0153224	0.00590109	0.456383	0.00526919	0.08266875	0.000335041	0.0268832	0.350221	3.62256	0.302458	0.289176	0.138767	0.269599	0.1283884	0.6438956
2006	0	-3743.179	-3727.045	-16.13405	0.28314	0.2054458	0.2598152	-0.2225895	0.00862814	0.515047	0.0186917	0.0151927	0.439731	0.00270961	0.2357947	0.000637877	0.0369751	0.397721	3.56467	0.312732	0.29174	0.137592	0.257937	0.01320525	17.85614
2007	1	-3734.438	-3720.408	-14.03085	0.2677747	0.1877152	0.242641	0.003640176	0.00873653	0.473397	0.0113672	0.00299773	0.497683	0.0058185	0.01089281	0.000338049	0.0270025	0.350843	3.62182	0.301964	0.289684	0.140094	0.268258	0.01453299	0.7495232
2008	0	-3735.129	-3718.701	-16.42782	0.2404267	0.1830739	0.2636506	-0.1801117	0.0120375	0.51918	0.00742558	0.0135502	0.443259	0.00454813	0.2355268	0.000280511	0.0246169	0.338063	3.63704	0.307182	0.291486	0.136833	0.264499	0.05541505	4.250232
2009	1	-3737.069	-3720.457	-16.612	0.2312497	0.2085665	0.3307747	-0.1923377	0.0100287	0.471029	0.0144758	0.00493051	0.495194	0.00434178	0.215222	0.000705354	0.0388591	0.405643	3.55479	0.304208	0.302736	0.150129	0.242927	0.02288434	9.404774
2010	0	-3737.873	-3722.794	-15.07863	0.2496126	0.2070017	0.3112977	-0.02468991	0.013777	0.471125	0.00378405	0.0110757	0.494653	0.00558526	0.04764956	0.000670926	0.0379099	0.401683	3.55974	0.299742	0.290514	0.126149	0.283595	0.02295965	2.075361
2011	1	-3733.506	-3717.145	-16.36108	0.2215572	0.1830979	0.3058819	-0.00461606	0.0124746	0.500979	0.00916287	0.00433307	0.460248	0.0128021	0.1202958	0.000280787	0.0246289	0.33813	3.63696	0.297777	0.297575	0.141182	0.263466	0.1156798	1.039904
2012	0	-3740.321	-3722.339	-17.98183	0.2441504	0.1985141	0.2973257	0.1567851	0.00806136	0.580001	0.00719136	0.000610567	0.391784	0.0123511	0.1373614	0.000504442	0.0329227	0.379769	3.5868	0.31938	0.298976	0.125706	0.255939	0.2941465	0.466983
2013	1	-3735.673	-3720.893	-14.78025	0.235622	0.1710851	0.3037504	0.02223649	0.011909	0.591701	0.00851146	0.00296398	0.376059	0.00885473	0.010995	0.000165287	0.0189333	0.304144	3.67676	0.299572	0.315742	0.115332	0.269353	0.03323149	0.330861
2014	0	-3738.472	-3722.634	-15.83842	0.2530481	0.1899343	0.2930781	-0.05449348	0.00981572	0.513665	0.00748217	0.000547404	0.44572	0.0227703	0.1188138	0.000368399	0.0281778	0.356881	3.61457	0.298322	0.302514	0.146352	0.252812	0.06432028	1.847221
2015	1	-3735.772	-3719.361	-16.4108	0.2202779	0.1841404	0.3513654	0.08378457	0.0105912	0.526227	0.00491992	0.00583148	0.437431	0.0149996	0.0524047	0.000293043	0.0251562	0.341018	3.63353	0.30896	0.290827	0.140288	0.259926	0.1361893	0.3847932
2016	0	-3740.922	-3725.083	-15.83862	0.2408825	0.2090022	0.3153226	0.1060329	0.00992815	0.518727	0.00803416	0.00160402	0.432518	0.0291881	0.0253542	0.000715155	0.0391249	0.406742	3.55342	0.326653	0.291442	0.131524	0.25038	0.1313871	0.1929733
2017	1	-3737.525	-3722.368	-15.15669	0.248046	0.1823221	0.2583101	-0.1400574	0.0157702	0.521999	0.0105467	0.00233091	0.433916	0.0154371	0.1425336	0.000271916	0.0242399	0.335974	3.63951	0.296632	0.29492	0.127336	0.281112	0.002476215	57.56105
2018	0	-3739.792	-3721.1	-18.6919	0.2442503	0.1873411	0.2595254	0.2316405	0.0122962	0.5158	0.00948975	0.000958039	0.439695	0.0217608	0.1613191	0.000333118	0.0268066	0.349821	3.62304	0.307374	0.292691	0.139195	0.260741	0.3929596	0.4105234
2019	1	-3739.052	-3721.681	-17.37139	0.2486672	0.2009586	0.3066465	0.2073777	0.0132923	0.484169	0.00906562	0.00440627	0.475806	0.0132606	0.06989768	0.000548987	0.0343304	0.386155	3.57897	0.325431	0.297353	0.129587	0.247628	0.2772754	0.2520876
2020	0	-3745.934	-3728.489	-17.4447	0.2389564	0.1858288	0.3123442	0.2163143	0.0141948	0.486431	0.0104489	0.00129283	0.463713	0.0239197	0.06681626	0.000313715	0.0260209	0.345674	3.62799	0.29371	0.30922	0.13012	0.26695	0.2831306	0.2359909
2021	1	-3734.168	-3719.427	-14.7412	0.2849511	0.1889274	0.228408	0.1088569	0.0148802	0.583278	0.0103717	0.0046103	0.37911	0.00774985	0.008101875	0.000354393	0.0276419	0.354147	3.61786	0.289	0.304669	0.1283	0.278032	0.1169587	0.06927123
2022	0	-3738.647	-3723.951	-14.69585	0.2529664	0.2048759	0.2944941	-0.02246381	0.0141199	0.569878	0.00960804	0.00159118	0.37678	0.0280231	0.03345938	0.000626064	0.0366349	0.396263	3.56648	0.29921	0.29947	0.118244	0.283076	0.01099557	3.042986
2023	1	-3740.142	-3724.721	-15.42072	0.2863365	0.2287948	0.2446483	0.1521058	0.017888	0.519202	0.0133389	0.00253583	0.439449	0.00758631	0.01701056	0.00126624	0.0518629	0.454585	3.49229	0.280178	0.286341	0.148931	0.28455	0.1691164	0.1005849
2024	0	-3741.924	-3726.41	-15.51361	0.246843	0.1985835	0.3322641	0.07760294	0.0127035	0.517851	0.00662059	0.00109982	0.441402	0.0203229	0.01183523	0.000505669	0.0329623	0.379951	3.58658	0.29626	0.302591	0.144013	0.257137	0.08943817	0.1323286
2025	1	-3734.03	-3719.412	-14.61787	0.2983508	0.1993301	0.2296833	-0.07963148	0.0166071	0.552905	0.012418	0.00304552	0.407981	0.00704307	0.09424512	0.000519015	0.0333899	0.381907	3.58418	0.297626	0.290291	0.133142	0.27894	0.01461364	6.449119
2026	0	-3736.876	-3719.211	-17.66549	0.2133995	0.1933795	0.3607374	0.06318638	0.0127498	0.457619	0.00635592	0.00421763	0.514184	0.00487373	0.1343353	0.000419359	0.0300455	0.366159	3.60338	0.298732	0.288321	0.141791	0.271156	0.1975217	0.6801042
2027	1	-3740.526	-3726.543	-13.9834	0.2899586	0.208555	0.2266314	-0.01430197	0.0172194	0.537632	0.012075	0.00830837	0.417763	0.00700241	0.02641894	0.000705098	0.0388521	0.405614	3.55483	0.284152	0.300885	0.128985	0.285977	0.01211697	2.180325
2028	0	-3734.859	-3719.716	-15.14369	0.2363059	0.1802679	0.2691125	0.04551531	0.017713	0.539737	0.00318771	0.00803677	0.426398	0.00492745	0.04196932	0.00024942	0.0232235	0.330239	3.64629	0.282319	0.313991	0.130138	0.273552	0.08748462	0.4797336
2029	1	-3742.701	-3727.589	-15.11216	0.283254	0.2023783	0.238841	0.03625868	0.0089667	0.577361	0.0144247	0.00625662	0.387424	0.00556702	0.06143601	0.000576097	0.0351587	0.389837	3.57443	0.282908	0.325149	0.115811	0.276132	0.09769469	0.6288572
2030	0	-3734.305	-3719.157	-15.14764	0.2669762	0.1818997	0.2486667	-0.1276149	0.0176148	0.536743	0.00670072	0.0091837	0.424033	0.00572498	0.140384	0.000267172	0.0240292	0.334798	3.64091	0.306497	0.28051	0.139783	0.27321	0.01276917	10.99399
2031	1	-3739.141	-3722.218	-16.92364	0.2774953	0.221013	0.2913157	0.2498828	0.0105444	0.497716	0.0127229	0.0116157	0.462345	0.00505546	0.03084618	0.00102395	0.046709	0.436251	3.51602	0.301648	0.288925	0.132981	0.276446	0.280729	0.1098789
2032	0	-3735.59	-3719.897	-15.69235	0.2613596	0.1945053	0.2553541	-0.1252566	0.0106151	0.517191	0.0150979	0.0046448	0.446578	0.00587408	0.1665282	0.000437059	0.0306669	0.369166	3.59973	0.286695	0.299919	0.134375	0.279012	0.04127162	4.034932
2033	1	-3740.943	-3724.226	-16.71712	0.290333	0.1737574	0.2566655	0.1150801	0.0117891	0.526749	0.0127081	0.00698374	0.43716	0.00461022	0.1056987	0.000187151	0.0201382	0.311812	3.66786	0.319049	0.289661	0.131362	0.259928	0.2207788	0.4787537
2034	0	-3744.99	-3729.684	-15.30593	0.2826317	0.1899399	0.2464803	0.01011282	0.00868181	0.518249	0.0151288	0.00349742	0.447492	0.00695117	0.07983283	0.000368478	0.0281808	0.356896	3.61455	0.322348	0.275569	0.142015	0.260068	0.08994565	0.8875674
2035	1	-3740.538	-3722.698	-17.83964	0.2467255	0.1998632	0.2952593	0.2290708	0.0115912	0.529753	0.0106271	0.0144932	0.43181	0.00172527	0.09222383	0.000528695	0.0336966	0.383301	3.58247	0.286444	0.31199	0.12447	0.277096	0.3212946	0.2870382
2036	0	-3744.388	-3729.253	-15.13508	0.2984049	0.2153924	0.2504399	-0.002501997	0.0128578	0.517308	0.00438583	0.0042415	0.446679	0.0145281	0.07280523	0.000869971	0.0431005	0.422625	3.5334	0.318232	0.306796	0.125291	0.249681	0.07030323	1.035589
2037	1	-3737.113	-3722.226	-14.8871	0.2217201	0.1974612	0.2988156	-0.02530845	0.0126396	0.533436	0.0102384	0.0142893	0.425735	0.0036624	0.04435715	0.000486072	0.0323238	0.376999	3.59019	0.324663	0.276853	0.144107	0.254376	0.01904869	2.328619
2038	0	-3741.878	-3723.179	-18.6992	0.3244568	0.2285939	0.2303199	-0.1412369	0.0129339	0.520371	0.0114543	0.00187344	0.449324	0.00404264	0.3515543	0.00125955	0.0517277	0.454119	3.49289	0.27352	0.305376	0.131366	0.289738	0.2103174	1.671541
2039	1	-3739.074	-3719.934	-19.14006	0.2254928	0.1775189	0.3262967	0.09761378	0.0102972	0.62075	0.00804965	0.0124581	0.346837	0.00160778	0.2207082	0.000221503	0.0218952	0.322504	3.65538	0.29524	0.299446	0.123904	0.281409	0.318322	0.6933489
2040	0	-3747.578	-3730.432	-17.14669	0.3222877	0.2684294	0.2674078	0.3245207	0.0101863	0.526011	0.011383	0.00571782	0.438082	0.00861932	0.01386518	0.00308414	0.0802856	0.538774	3.37786	0.279751	0.308469	0.114842	0.296937	0.3383859	0.04097448
2041	1	-3740.53	-3724.036	-16.49382	0.234695	0.1900247	0.2933836	-0.02811501	0.00681803	0.625715	0.00971021	0.00697466	0.349611	0.00117135	0.1426118	0.000369676	0.0282262	0.357126	3.61428	0.279559	0.320739	0.118757	0.280945	0.1144968	1.245553
2042	0	-3746.206	-3731.573	-14.63244	0.3265296	0.1944249	0.250071	0.07489108	0.00724854	0.520569	0.00935263	0.0122917	0.440414	0.0101249	0.005313801	0.000435778	0.0306224	0.368951	3.59999	0.340167	0.287137	0.115197	0.257499	0.08020488	0.06625283
2043	1	-3736.628	-3720.905	-15.72361	0.2145499	0.1874404	0.3509853	0.02502322	0.00643622	0.522597	0.0173282	0.00757164	0.439768	0.00629951	0.03832673	0.000334421	0.0268585	0.350092	3.62271	0.309887	0.300173	0.126249	0.263691	0.06334995	0.6050002
2044	0	-3737.38	-3722.979	-14.40171	0.2799223	0.2070181	0.2435962	-0.0211049	0.00667793	0.559774	0.00678581	0.0078003	0.405744	0.0132183	0.04406466	0.000671282	0.0379198	0.401725	3.55968	0.300749	0.303471	0.135639	0.260141	0.02295975	1.919213
2045	1	-3739.015	-3723.186	-15.8293	0.2156352	0.2109494	0.3183724	-0.02282775	0.00324382	0.52159	0.0118782	0.0171939	0.43892	0.00717454	0.08870394	0.000760119	0.0403214	0.411626	3.54729	0.318768	0.301333	0.118065	0.261835	0.0658762	1.346525
2046	0	-3739.827	-3723.643	-16.18421	0.2857771	0.1862602	0.2216207	0.04962586	0.0103678	0.514962	0.0189389	0.00858342	0.438942	0.00820554	0.1234869	0.000319163	0.026244	0.346859	3.62658	0.302918	0.305659	0.134369	0.257054	0.1731127	0.7133321
2047	1	-3739.189	-3721.1	-18.08898	0.2233785	0.1957885	0.2799737	0.03704183	0.0111095	0.525775	0.0133883	0.0116673	0.433904	0.00415586	0.2153996	0.000457879	0.0313817	0.372577	3.59558	0.300513	0.30983	0.120468	0.269188	0.2524414	0.8532656
2048	0	-3736.356	-3721.402	-14.95361	0.2731011	0.2086285	0.2486733	-0.02391235	0.00898602	0.516731	0.0173678	0.0121245	0.44045	0.00434022	0.07587698	0.000706743	0.0388968	0.4058	3.5546	0.29924	0.295018	0.136801	0.268941	0.05196463	1.460166
2049	1	-3743.055	-3726.176	-16.87927	0.2694688	0.1795941	0.2581224	0.333272	0.00483827	0.543728	0.0131644	0.0125057	0.406426	0.019338	0.005174662	0.000242349	0.0228945	0.32835	3.64851	0.304519	0.313472	0.120165	0.261844	0.3384467	0.01528945
2050	0	-3740.3	-3724.255	-16.04543	0.2872442	0.1982375	0.2442618	-0.17984	0.00906204	0.508453	0.0175148	0.0122271	0.444176	0.0085674	0.2190739	0.00049957	0.0327649	0.379042	3.58769	0.305581	0.279305	0.128392	0.286722	0.03923386	5.583796
2051	1	-3737.895	-3721.189	-16.706	0.2618992	0.1932624	0.2489997	0.05738252	0.0103917	0.549676	0.0127885	0.0151404	0.405447	0.006557	0.1378487	0.000417548	0.0299812	0.365846	3.60376	0.30878	0.302987	0.13198	0.256253	0.1952312	0.7060792
2052	0	-3736.678	-3721.149	-15.52885	0.2775388	0.2139287	0.2739093	-0.1152753	0.00647106	0.480799	0.00928801	0.0133492	0.484941	0.00515136	0.1408094	0.000832647	0.0421775	0.419024	3.53797	0.309329	0.299285	0.130258	0.261127	0.02553405	5.514573
2053	1	-3741.008	-3724.618	-16.39097	0.2681208	0.1767129	0.2418109	0.02876636	0.0119694	0.550866	0.00989923	0.0151588	0.408632	0.00347493	0.1365665	0.000213777	0.0215128	0.320224	3.65805	0.321475	0.283806	0.127992	0.266727	0.1653329	0.8260095
2054	0	-3741.598	-3725.671	-15.92706	0.2579236	0.2119222	0.3026003	0.002009879	0.00723548	0.537596	0.0103852	0.00245078	0.431517	0.0108156	0.0887653	0.000783299	0.0409241	0.414051	3.54424	0.295068	0.32036	0.135635	0.248938	0.09077518	0.9778587
2055	1	-3745.484	-3727.981	-17.5039	0.2321171	0.1938386	0.2866079	-0.02246747	0.012094	0.536152	0.00892699	0.01367	0.421272	0.00788461	0.2077138	0.000426513	0.0302983	0.367387	3.60189	0.29399	0.303854	0.122186	0.279971	0.1852463	1.121284
2056	0	-3734.622	-3719.872	-14.74974	0.2586479	0.2007211	0.2593133	0.002330464	0.010551	0.530252	0.0102433	0.0126646	0.425622	0.0106678	0.04434969	0.000544541	0.0341925	0.385537	3.57973	0.297558	0.300347	0.136576	0.265519	0.04668016	0.9500759
2057	1	-3737.931	-3721.337	-16.59401	0.2312769	0.1720213	0.2574286	-0.2840233	0.0126951	0.562799	0.00597522	0.0130933	0.399007	0.00643045	0.3036056	0.000172716	0.0193513	0.306837	3.67364	0.316102	0.288416	0.124827	0.270655	0.01958225	15.50413
2058	0	-3736.009	-3721.268	-14.7414	0.2610281	0.2166165	0.3153527	0.02167444	0.0141758	0.536048	0.0103553	0.00531892	0.430275	0.00382696	0.001231588	0.000902053	0.0438777	0.42562	3.5296	0.289898	0.308884	0.13369	0.267528	0.02290603	0.05376698
2059	1	-3735.432	-3719.327	-16.10473	0.2415688	0.2036755	0.3196019	0.1036852	0.0155269	0.535619	0.00626525	0.0137289	0.418374	0.0104861	0.04098918	0.000601684	0.0359225	0.393182	3.57029	0.288718	0.295448	0.134929	0.280905	0.1446744	0.2833202
2060	0	-3737.423	-3723.351	-14.07203	0.2728653	0.2324058	0.2503322	-0.01283551	0.0102582	0.538008	0.0103932	0.00636682	0.431847	0.00312637	0.01691778	0.00139063	0.0543117	0.462885	3.48141	0.312907	0.295205	0.134569	0.257318	0.004082278	4.144201
2061	1	-3740.929	-3725.645	-15.28389	0.2488707	0.1978389	0.2875071	-0.1139426	0.0164474	0.517092	0.00579919	0.00850697	0.443179	0.00897606	0.1188424	0.000492606	0.0325381	0.377994	3.58898	0.285175	0.299619	0.121679	0.293526	0.004899766	24.25471
2062	0	-3739.688	-3720.13	-19.5583	0.2723808	0.2077267	0.2712681	0.5938813	0.0103224	0.541376	0.0131357	0.0060817	0.426103	0.00298112	0.02380244	0.000686728	0.0383486	0.403521	3.55744	0.323102	0.273103	0.137542	0.266254	0.6176837	0.038535
2063	1	-3737.504	-3721.592	-15.91245	0.2564555	0.2088687	0.3031691	-0.08084595	0.0132861	0.519134	0.00294268	0.00334021	0.444929	0.0163686	0.1290701	0.000712143	0.0390434	0.406405	3.55384	0.295401	0.314503	0.136065	0.254031	0.04822419	2.67646
2064	0	-3735.331	-3720.866	-14.46504	0.2568026	0.2222924	0.2574205	-0.03828179	0.0102908	0.539719	0.0147265	0.00606309	0.4248	0.00440056	0.04934506	0.00106142	0.0475441	0.439307	3.51209	0.311196	0.28669	0.130884	0.27123	0.01106327	4.460262
2065	1	-3741.285	-3725.224	-16.06097	0.2498275	0.1980713	0.3169068	-0.003290585	0.0138977	0.61764	0.00308221	0.0035287	0.354059	0.00779277	0.09285954	0.000496658	0.0326703	0.378606	3.58823	0.282874	0.321496	0.141158	0.254472	0.08956896	1.036738
2066	0	-3746.495	-3731.042	-15.4532	0.2656791	0.2352092	0.3022098	-0.08381308	0.012777	0.579768	0.0121786	0.00759192	0.379303	0.00838197	0.1035723	0.0014926	0.0562362	0.469239	3.47303	0.29551	0.34165	0.113332	0.249508	0.01975921	5.241722
2067	1	-3739.897	-3724.565	-15.33173	0.2118001	0.1890162	0.3022442	0.05405597	0.0138695	0.582316	0.00346018	0.0117965	0.383104	0.00545426	0.03050027	0.000355613	0.0276889	0.354389	3.61757	0.296312	0.297048	0.13194	0.2747	0.08455624	0.3607098
2068	0	-3735.507	-3719.776	-15.73062	0.2549713	0.1805356	0.2627198	-0.04263357	0.0128918	0.584978	0.00643759	0.00576387	0.382711	0.0072171	0.1245168	0.00025227	0.0233548	0.330988	3.6454	0.295057	0.296255	0.130212	0.278477	0.08188325	1.520663
2069	1	-3736.947	-3721.168	-15.7793	0.1963847	0.2110078	0.3178145	0.08413626	0.0146546	0.526015	0.00641056	0.0100816	0.439332	0.00350629	0.03490299	0.000761495	0.0403574	0.411772	3.54711	0.297243	0.312063	0.113102	0.277592	0.1190393	0.2932057
2070	0	-3739.806	-3724.095	-15.71115	0.2682472	0.201655	0.2664488	-0.1533423	0.0272776	0.4865	0.0093774	0.00536588	0.468272	0.00320686	0.1763256	0.000562168	0.0347357	0.387963	3.57674	0.296355	0.291428	0.137874	0.274343	0.02298328	7.671907
2071	1	-3735.906	-3719.83	-16.07645	0.1917792	0.1745141	0.3504894	-0.0004245256	0.0119971	0.544528	0.00466093	0.006836	0.427816	0.00416287	0.07469128	0.000193718	0.0204859	0.313973	3.66535	0.26775	0.305447	0.143044	0.283758	0.07426675	1.005716
2072	0	-3737.909	-3721.402	-16.50744	0.2530232	0.1948071	0.251344	-0.0827603	0.0213313	0.515568	0.00757625	0.00268899	0.442315	0.0105207	0.1966476	0.000441893	0.0308344	0.369969	3.59875	0.288987	0.287094	0.153948	0.269971	0.1138873	1.726686
2073	1	-3742.896	-3725.081	-17.81525	0.1902062	0.1689349	0.3375002	-0.3718525	0.0199698	0.495522	0.00463008	0.00729448	0.463079	0.00950394	0.3787745	0.000149137	0.0179906	0.297931	3.68393	0.320337	0.298406	0.131666	0.249591	0.006921976	54.72057
2074	0	-3737.124	-3719.957	-17.16729	0.2533165	0.213466	0.3057199	0.1304028	0.013563	0.570125	0.00871187	0.00667045	0.3868	0.0141297	0.09858191	0.000821083	0.0418873	0.417881	3.53941	0.293675	0.311974	0.131585	0.262765	0.2289847	0.4305175
2075	1	-3733.615	-3718.128	-15.48725	0.1909287	0.1660524	0.3578321	0.02541598	0.00534551	0.547038	0.0110441	0.00666365	0.423033	0.00687652	0.02032174	0.00012939	0.0167648	0.289545	3.69356	0.301952	0.284816	0.136066	0.277166	0.04573772	0.4443102
2076	0	-3736.112	-3720.265	-15.84648	0.2516947	0.2172724	0.3004686	-0.005343072	0.0115808	0.572727	0.00479859	0.0067009	0.388566	0.0156269	0.09042426	0.000919574	0.0442962	0.427219	3.52757	0.296567	0.287193	0.131494	0.284745	0.08508119	1.0628
2077	1	-3743.803	-3727.978	-15.8242	0.1717663	0.1648645	0.3899292	0.007580969	0.00516367	0.540246	0.0153241	0.01724	0.419499	0.00252699	0.03090404	0.000121857	0.0162724	0.286071	3.69754	0.313112	0.286415	0.132007	0.268466	0.03848501	0.803015
2078	0	-3740.549	-3724.074	-16.47489	0.2631436	0.1503813	0.279288	0.2238201	0.0116154	0.574438	0.00704558	0.00387966	0.389727	0.0132946	0.0262384	5.43341e-05	0.0108887	0.242976	3.74608	0.290558	0.304582	0.129206	0.275654	0.2500585	0.1049291
2079	1	-3743.94	-3724.765	-19.17472	0.1771197	0.1455777	0.3654797	0.1078271	0.00935693	0.593841	0.00453248	0.00534807	0.384605	0.00231664	0.203368	4.01126e-05	0.00936193	0.228449	3.76215	0.311938	0.290193	0.122644	0.275224	0.3111951	0.6535065
2080	0	-3735.918	-3718.236	-17.6824	0.2366075	0.1900301	0.2622955	-0.0220499	0.0121955	0.559443	0.00940424	0.00349797	0.409192	0.00626703	0.2317319	0.000369752	0.0282291	0.35714	3.61426	0.299868	0.299701	0.128958	0.271474	0.209682	1.105159
2081	1	-3735.581	-3717.932	-17.64914	0.1656248	0.1703462	0.3877161	0.05898661	0.00923412	0.555723	0.00520383	0.00617649	0.421748	0.00191453	0.1219501	0.000159595	0.0186067	0.302013	3.67922	0.280544	0.302672	0.135797	0.280987	0.1809367	0.673993
2082	0	-3739.923	-3723.412	-16.51136	0.2344425	0.166407	0.2973989	0.2276209	0.0152311	0.589853	0.00650948	0.00289599	0.378406	0.00710359	0.02089447	0.000131705	0.0169132	0.29058	3.69238	0.308769	0.296298	0.12519	0.269744	0.2485154	0.08407719
2083	1	-3741.397	-3723.407	-17.98981	0.1628	0.1794851	0.3884447	-0.1613255	0.0130168	0.549724	0.00992051	0.00743671	0.417195	0.00270654	0.2514257	0.00024122	0.0228415	0.328043	3.64887	0.275312	0.32017	0.13134	0.273178	0.09010013	2.790514
2084	0	-3740.544	-3721.486	-19.05807	0.2190886	0.1938478	0.2746174	0.5349969	0.0131372	0.57593	0.00560392	0.00947463	0.392504	0.00335089	0.0327393	0.000426658	0.0303034	0.367411	3.60186	0.300532	0.293525	0.119487	0.286456	0.5677362	0.05766639
2085	1	-3733.343	-3716.793	-16.55081	0.1644513	0.1832319	0.393832	-0.004003426	0.0130582	0.55147	0.00631944	0.00746034	0.41852	0.00317143	0.08156827	0.000282341	0.0246964	0.338502	3.63652	0.297621	0.30013	0.129397	0.272851	0.07756484	1.051614
2086	0	-3734.818	-3718.657	-16.16007	0.1834976	0.1785678	0.3681555	0.05182045	0.0095414	0.501951	0.00499467	0.0102079	0.462653	0.0106525	0.04473487	0.000231866	0.0223976	0.325463	3.65191	0.307707	0.288757	0.136543	0.266993	0.09655532	0.4633082
2087	1	-3739.417	-3722.466	-16.9517	0.1643624	0.1686504	0.4159138	0.1510045	0.00875221	0.616311	0.00433591	0.0047647	0.362737	0.00309896	0.01719164	0.000147092	0.0178677	0.297106	3.68488	0.286505	0.292794	0.112503	0.308198	0.1681961	0.1022118
2088	0	-3739.648	-3722.986	-16.66194	0.2137125	0.1909692	0.3454739	-0.01654396	0.013567	0.51774	0.0120226	0.0177181	0.433007	0.00594496	0.1209335	0.000383208	0.0287334	0.35968	3.6112	0.291125	0.315652	0.126289	0.266934	0.1043895	1.158483
